GMGC_id;db;seq_id;gene;family
GMGC10.182_455_087.DDL;ResFinderFG;91.81;"D-alanine--D-alanine ligase A""|KF629018.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.182_463_503.FOLA;ResFinderFG;90.84;"Dihydrofolate reductase""|KF628486.1|pediatric_fecal_sample|SXT";Sulfonamide/trimethoprim
GMGC10.182_487_975.DDL;ResFinderFG;93.26;"D-alanine--D-alanine ligase""|KF626952.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.182_495_395.FOLA;ResFinderFG;98.34;"Dihydrofolate reductase type 3""|KF626858.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.182_497_241.MURF;ResFinderFG;91.48;"UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase""|KX125769.1|human_gut|CYC";Glycopeptide/Cycloserine
GMGC10.182_504_297.FOLA;ResFinderFG;83.92;"Dihydrofolate reductase""|KF626781.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.182_519_498.ILES;CARD;83.47;Bifidobacteria have an intrinsically resistant form of ileS (isoleucyl-tRNA synthetase) that confers resistance to mupirocin.;mupirocin
GMGC10.182_531_739.MURF;ResFinderFG;82.07;"UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase""|KF630034.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.182_531_740.DDL;ResFinderFG;88.73;"D-alanine--D-alanine ligase""|KX127558.1|human_gut|CYC";Glycopeptide/Cycloserine
GMGC10.182_537_364.FOLA;ResFinderFG;87.55;"Dihydrofolate reductase""|KF627905.1|pediatric_fecal_sample|SXT";Sulfonamide/trimethoprim
GMGC10.182_540_795.FOLA;ResFinderFG;91.8;"Dihydrofolate reductase""|KF629291.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.182_580_749.FOLA;ResFinderFG;92.39;"Dihydrofolate reductase""|KX127692.1|human_gut|TMP";Sulfonamide/trimethoprim
GMGC10.182_593_862.UNKNOWN;NCBI;80.02;VanD-type vancomycin resistance histidine kinase VanS;Glycopeptide/Cycloserine
GMGC10.182_594_525.FOLA;ResFinderFG;98.78;"Dihydrofolate reductase""|KF628119.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.182_598_656.DACF;NCBI;90.17;transpeptidase-like D-Ala-D-Ala carboxypeptidase VanY-D;Glycopeptide/Cycloserine
GMGC10.182_598_701.DDL;ResFinderFG;99.25;"D-alanine--D-alanine ligase""|KF627903.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.182_604_936.FOLA;ResFinderFG;93.05;"Dihydrofolate reductase""|KX127658.1|human_gut|TMP";Sulfonamide/trimethoprim
GMGC10.182_605_684.DDL;ResFinderFG;94.35;"D-alanine--D-alanine ligase A""|KF628295.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.182_629_820.MRDA;ARG-ANNOT;83.49;(Bla)Penicillin_Binding_Protein_Ecoli;blactam_non_enz
GMGC10.182_634_276.VANX;NCBI;89.79;D-Ala-D-Ala dipeptidase VanX-D;Glycopeptide/Cycloserine
GMGC10.182_634_277.DDL;NCBI;95.34;D-alanine--(R)-lactate ligase VanD;Glycopeptide/Cycloserine
GMGC10.182_634_278.LDHA;NCBI;92.28;D-lactate dehydrogenase VanH-D;Glycopeptide/Cycloserine
GMGC10.182_634_279.DACF;NCBI;87.5;transpeptidase-like D-Ala-D-Ala carboxypeptidase VanY-D;Glycopeptide/Cycloserine
GMGC10.182_635_203.UNKNOWN;NCBI;94.84;VanD-type vancomycin resistance DNA-binding response regulator VanR;Glycopeptide/Cycloserine
GMGC10.182_639_255.CRP;CARD;88.94;emrE;Multidrug_efflux
GMGC10.182_643_006.RPOB;CARD;93.37;Bifidobacterium are antibiotic resistant probiotics are prescribed to upkeep the population beneficial bacteria in the gut microbiome. However horizontal gene transfer among gut microbes could create harmful antibiotic-resistant pathogenic bacteria such as Mycobacterium tuberculosis. Lokesh et al. analyzed Bifidobacterium antitubercular drug resistance and mutations in rpoB. They found that B. animalis B. longum and B. adolescentis showed considerable resistance to pyrazinamide isoniazid and streptomycin while B. adolescentis had mutations both in the rifampicin (RIF) pocket and in regions outside the pockets and also showed considerable resistance to RIF.;rifampicin
GMGC10.182_643_897.CAT;ResFinderFG;99.71;"Chloramphenicol acetyltransferase""|KU545087.1|feces|CHL";phenicol
GMGC10.182_654_390.DDL;ResFinderFG;97.47;"D-alanine--D-alanine ligase A""|KF629355.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.182_670_686.DDL;ResFinderFG;91.95;"D-alanine--D-alanine ligase""|KF628471.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.182_683_559.UNKNOWN;ARG-ANNOT;80.66;(Bla)cepA;blactamase
GMGC10.182_683_559.UNKNOWN;CARD;80.91;A beta-lactamase found in Bacteroides fragilis producing either low or high levels of the endogenous cephalosporinase activity;blactamase
GMGC10.182_683_559.UNKNOWN;NCBI;80.91;CepA family class A extended-spectrum beta-lactamase;blactamase
GMGC10.182_683_559.UNKNOWN;ResFinder;80.91;cepA;blactamase
GMGC10.182_706_998.CAT;ARG-ANNOT;81.73;(Phe)catP;phenicol
GMGC10.182_706_998.CAT;CARD;81.73;catP is a transposon and chromosome-encoded variant of the cat gene found in Clostridium perfringens and Neisseria meningitidis;phenicol
GMGC10.182_706_998.CAT;NCBI;81.73;type A-11 chloramphenicol O-acetyltransferase CatP;phenicol
GMGC10.182_706_998.CAT;ResFinder;81.73;catP;phenicol
GMGC10.182_706_998.CAT;ResFinderFG;83.49;"Chloramphenicol acetyltransferase""|KU545405.1|feces|CHL";phenicol
GMGC10.182_712_341.FOLA;ResFinderFG;95.83;"Dihydrofolate reductase""|KF629219.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.182_739_881.DDL;ResFinderFG;80.21;"Vancomycin B-type resistance protein VanB""|KF629159.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.182_754_023.FOLA;ResFinderFG;97.33;"Dihydrofolate reductase""|KX127692.1|human_gut|TMP";Sulfonamide/trimethoprim
GMGC10.182_765_387.FOLA;ResFinderFG;97.72;"Dihydrofolate reductase""|KF628140.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.182_768_667.UNKNOWN;ARG-ANNOT;98.2;(AGly)rmtF;aminoside
GMGC10.182_768_667.UNKNOWN;CARD;98.2;RmtF is a 16S rRNA methyltransferase found in Pseudomonas aeruginosa which methylates G1405 of the 16S rRNA. It confers high level resistance to many aminoglycosides.;aminoside
GMGC10.182_768_667.UNKNOWN;NCBI;98.33;16S rRNA (guanine(1405)-N(7))-methyltransferase RmtF2;aminoside
GMGC10.182_768_667.UNKNOWN;ResFinder;98.2;rmtF;aminoside
GMGC10.182_768_667.UNKNOWN;ResFinderFG;98.59;"16S rRNA (guanine(1405)-N(7))-methyltransferase""|MK935858.1|Gorilla_feces|GEN";aminoside
GMGC10.182_797_194.DDL;ResFinderFG;90.62;"D-alanine--D-alanine ligase B""|KF629134.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.182_805_901.UNKNOWN;ARG-ANNOT;91.76;(Bla)cfxA6;blactamase
GMGC10.182_805_901.UNKNOWN;CARD;91.76;cfxA6 beta-lactamase is a class A beta-lactamase found in an uncultured bacterium;blactamase
GMGC10.182_805_901.UNKNOWN;NCBI;91.76;class A broad-spectrum beta-lactamase CfxA6;blactamase
GMGC10.182_805_901.UNKNOWN;ResFinderFG;92.34;"Extended-spectrum beta-lactamase PER-1""|MK935829.1|Human_feces|AMX";blactamase
GMGC10.182_808_686.CAT;ResFinderFG;82.16;"Chloramphenicol acetyltransferase""|KU546271.1|feces|CHL";phenicol
GMGC10.182_818_947.FOLA;ResFinderFG;95.5;"Dihydrofolate reductase""|KF629347.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.182_831_797.FOLA;ResFinderFG;82.21;"Dihydrofolate reductase""|KX127694.1|human_gut|TMP";Sulfonamide/trimethoprim
GMGC10.182_844_664.DDL;ResFinderFG;98.82;"D-alanine--D-alanine ligase""|KF627579.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.182_852_473.FOLA;ResFinderFG;90.68;"Dihydrofolate reductase""|KF628946.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.182_863_413.CRP;CARD;86.57;emrE;Multidrug_efflux
GMGC10.182_876_659.FOLA;ResFinderFG;94.17;"Dihydrofolate reductase""|KF628214.1|pediatric_fecal_sample|SXT";Sulfonamide/trimethoprim
GMGC10.182_885_605.DDL;ResFinderFG;94.22;"D-alanine--D-alanine ligase""|KX125802.1|human_gut|CYC";Glycopeptide/Cycloserine
GMGC10.182_888_932.ERMX;ARG-ANNOT;99.88;(MLS)erm(F);MLS
GMGC10.182_888_932.ERMX;CARD;99.88;ErmF confers the MLSb phenotype.;MLS
GMGC10.182_888_932.ERMX;NCBI;100.0;23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(F);MLS
GMGC10.182_888_932.ERMX;ResFinder;100.0;erm(F);MLS
GMGC10.182_902_453.DDL;ResFinderFG;92.7;"D-alanine--D-alanine ligase""|KF629211.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.182_911_614.DDL;ResFinderFG;99.42;"D-alanine--D-alanine ligase B""|KF628834.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.182_914_783.UNKNOWN;ARG-ANNOT;94.09;(MLS)mef(A);MLS
GMGC10.182_914_783.UNKNOWN;CARD;94.09;Mel a homolog of MsrA is an ABC-F subfamily protein associated with macrolide resistance. It is expressed on the same operon as mefA and mefE both MFS-type efflux proteins that confer macrolide resistance.;MLS
GMGC10.182_914_783.UNKNOWN;NCBI;95.27;macrolide efflux MFS transporter Mef(A);MLS
GMGC10.182_914_783.UNKNOWN;ResFinder;94.09;mef(A);MLS
GMGC10.182_926_007.FOLA;ResFinderFG;88.51;"Dihydrofolate reductase""|KF627812.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.182_931_205.VANYB;NCBI;100.0;D-Ala-D-Ala carboxypeptidase VanY-B;Glycopeptide/Cycloserine
GMGC10.182_980_588.VANW;NCBI;87.94;glycopeptide resistance accessory protein VanW-G;Glycopeptide/Cycloserine
GMGC10.182_984_618.FOLA;ResFinderFG;94.41;"Dihydrofolate reductase""|KF628269.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.183_014_188.FOLA;ResFinderFG;93.83;"Dihydrofolate reductase""|KF629666.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.183_020_628.AACA7;ResFinderFG;100.0;"Aminoglycoside N(6')-acetyltransferase type 1""|GQ343178.1|human fecal matter|SIS";aminoside
GMGC10.183_023_602.DDL;ResFinderFG;95.68;"D-alanine--D-alanine ligase A""|KF628525.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.183_023_623.CRP;CARD;88.94;emrE;Multidrug_efflux
GMGC10.183_024_857.YOJI;CARD;81.87;YojI mediates resistance to the peptide antibiotic microcin J25 when it is expressed from a multicopy vector. YojI is capable of pumping out microcin molecules.  The outer membrane protein TolC in addition to YojI is required for export of microcin J25 out of the cell. Microcin J25 is thus the first known substrate for YojI.;peptide
GMGC10.183_026_522.FOLA;ResFinderFG;85.51;"Dihydrofolate reductase""|KX126113.1|newborn_gut|SXT";Sulfonamide/trimethoprim
GMGC10.183_026_704.QNR;ARG-ANNOT;100.0;(Flq)qnrB33;quinolone
GMGC10.183_026_704.QNR;CARD;100.0;QnrB33 is a plasmid-mediated quinolone resistance protein found in Citrobacter braakii;quinolone
GMGC10.183_026_704.QNR;NCBI;100.0;quinolone resistance pentapeptide repeat protein QnrB33;quinolone
GMGC10.183_026_704.QNR;ResFinder;100.0;qnrB33;quinolone
GMGC10.183_026_704.QNR;ResFinderFG;88.37;"Pentapeptide repeat protein""|KU548326.1|latrine|CIP";quinolone
GMGC10.183_026_763.EMRB;CARD;85.12;emrB is a translocase in the emrB -TolC efflux protein in E. coli. It recognizes substrates including carbonyl cyanide m-chlorophenylhydrazone (CCCP) nalidixic acid and thioloactomycin.;quinolone
GMGC10.183_027_412.AMPH;ARG-ANNOT;80.66;(Bla)ampH_Ecoli;blactamase
GMGC10.183_027_412.AMPH;CARD;80.66;AmpH is a class C ampC-like beta-lactamase and penicillin-binding protein identified in Escherichia coli.;blactamase
GMGC10.183_028_103.DDL;ResFinderFG;88.61;"D-alanine--D-alanine ligase B""|KX125154.1|human_gut|CYC";Glycopeptide/Cycloserine
GMGC10.183_066_340.EMRE;CARD;94.89;emrE;Multidrug_efflux
GMGC10.183_099_281.CRP;CARD;99.21;emrE;Multidrug_efflux
GMGC10.183_103_660.EVGS;CARD;97.16;EvgS_reg;Multidrug_efflux
GMGC10.183_131_366.FOLA;ResFinderFG;84.96;"Dihydrofolate reductase""|KX125652.1|newborn_gut|TMP";Sulfonamide/trimethoprim
GMGC10.183_142_982.DDL;ResFinderFG;82.27;"D-alanine--D-alanine ligase A""|KF629052.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.183_144_759.FOLA;ResFinderFG;95.38;"Dihydrofolate reductase""|KF629369.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.183_183_155.UNKNOWN;CARD;91.41;cfxA3 beta-lactamase is a class A beta-lactamase found in Capnocytophaga ochracea;blactamase
GMGC10.183_183_155.UNKNOWN;NCBI;91.41;class A extended-spectrum beta-lactamase CfxA3;blactamase
GMGC10.183_183_155.UNKNOWN;ResFinder;91.41;cfxA3;blactamase
GMGC10.183_183_155.UNKNOWN;ResFinderFG;86.44;"Extended-spectrum beta-lactamase PER-1""|MK935829.1|Human_feces|AMX";blactamase
GMGC10.183_188_655.FOLA;ResFinderFG;95.65;"Dihydrofolate reductase""|KF629031.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.183_194_000.MDTA;CARD;96.43;MdtA is the membrane fusion protein of the multidrug efflux complex mdtABC.;Multidrug_efflux
GMGC10.183_222_058.DDL;ResFinderFG;88.82;"D-alanine--D-alanine ligase""|KF628350.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.183_232_912.FOLA;ResFinderFG;100.0;"Dihydrofolate reductase""|KF629791.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.183_233_665.FOLA;ResFinderFG;81.17;"Dihydrofolate reductase""|KF627070.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.183_237_852.FOLA;ResFinderFG;86.36;"Dihydrofolate reductase""|KF628171.1|pediatric_fecal_sample|SXT";Sulfonamide/trimethoprim
GMGC10.183_266_541.DDL;ResFinderFG;84.2;"D-alanine--D-alanine ligase""|KJ691893.1|grassland soil|CYC";Glycopeptide/Cycloserine
GMGC10.183_275_776.FOLA;ResFinderFG;95.83;"Dihydrofolate reductase""|KF629219.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.183_284_078.FOLA;ResFinderFG;94.8;"Dihydrofolate reductase""|KF628067.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.183_286_438.DDL;ResFinderFG;82.41;"D-alanine--D-alanine ligase B""|KF629405.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.183_286_663.DDL;ResFinderFG;99.28;"D-alanine--D-alanine ligase""|KF629853.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.183_292_032.AADK;NCBI;83.05;aminoglycoside 6-adenylyltransferase AadE;aminoside
GMGC10.183_292_032.AADK;ResFinder;83.05;ant(6)-Ia;aminoside
GMGC10.183_310_468.MURF;ResFinderFG;92.29;"UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase""|KF630034.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.183_311_286.FOLA;ResFinderFG;94.75;"Dihydrofolate reductase""|KF626983.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.183_313_547.FOLA;ResFinderFG;92.29;"Dihydrofolate reductase""|KF629798.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.183_318_870.DDL;ResFinderFG;92.42;"D-alanine--D-alanine ligase""|KF628886.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.183_343_757.RPOB;CARD;95.0;Bifidobacterium are antibiotic resistant probiotics are prescribed to upkeep the population beneficial bacteria in the gut microbiome. However horizontal gene transfer among gut microbes could create harmful antibiotic-resistant pathogenic bacteria such as Mycobacterium tuberculosis. Lokesh et al. analyzed Bifidobacterium antitubercular drug resistance and mutations in rpoB. They found that B. animalis B. longum and B. adolescentis showed considerable resistance to pyrazinamide isoniazid and streptomycin while B. adolescentis had mutations both in the rifampicin (RIF) pocket and in regions outside the pockets and also showed considerable resistance to RIF.;rifampicin
GMGC10.183_343_783.MDLA;CARD;94.44;tetA(46) is a subunit of tetAB(46) a heterodimeric ABC transporter that is required for conferring tetracycline resistance in Streptococcus australis isolated from the oral cavity.;cycline
GMGC10.183_343_783.MDLA;NCBI;94.44;tetracycline efflux ABC transporter Tet(46) subunit A;cycline
GMGC10.183_343_783.MDLA;ResFinder;94.44;tetA(46);cycline
GMGC10.183_356_612.FOLA;ResFinderFG;96.24;"Dihydrofolate reductase""|KF628946.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.183_358_878.DDL;ResFinderFG;92.0;"D-alanine--D-alanine ligase""|KF629161.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.183_411_696.DDL;ResFinderFG;99.9;"D-alanine--D-alanine ligase""|KX127230.1|newborn_gut|CYC";Glycopeptide/Cycloserine
GMGC10.183_412_234.CAT;ResFinderFG;96.46;"Chloramphenicol acetyltransferase""|KX127529.1|human_gut|CHL";phenicol
GMGC10.183_426_484.FOLA;ResFinderFG;99.78;"Dihydrofolate reductase""|KF627342.1|pediatric_fecal_sample|SXT";Sulfonamide/trimethoprim
GMGC10.183_429_126.DDL;ResFinderFG;98.09;"D-alanine--D-alanine ligase A""|KF629112.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.183_432_539.FOLA;ResFinderFG;93.79;"Dihydrofolate reductase""|KF629031.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.183_478_812.DDL;ResFinderFG;82.77;"D-alanine--D-alanine ligase""|KF627171.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.183_513_144.FOLA;ResFinderFG;98.66;"Dihydrofolate reductase""|KF627812.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.183_525_945.DDL;ResFinderFG;92.78;"D-alanine--D-alanine ligase""|KF627171.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.183_535_999.FOLA;ResFinderFG;81.33;"Dihydrofolate reductase""|KF629990.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.183_585_086.GADX;CARD;96.93;GadX is an AraC-family regulator that promotes mdtEF expression to confer multidrug resistance.;Multidrug_efflux
GMGC10.183_597_617.DDL;ResFinderFG;88.53;"D-alanine--D-alanine ligase A""|KF629178.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.183_599_726.FOLA;ResFinderFG;99.8;"Dihydrofolate reductase""|KF627829.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.183_632_303.DDL;ResFinderFG;99.81;"D-alanine--D-alanine ligase""|KF629132.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.183_638_063.CRP;CARD;87.36;emrE;Multidrug_efflux
GMGC10.183_640_532.ACRA;CARD;82.04;MexA is the membrane fusion protein of the MexAB-OprM multidrug efflux complex.;Multidrug_efflux
GMGC10.183_640_534.OPRM;CARD;83.34;OprM;Multidrug_efflux
GMGC10.183_642_680.AACA-APHD;ARG-ANNOT;82.8;(AGly)aac6-Aph2;aminoside
GMGC10.183_642_680.AACA-APHD;CARD;82.8;AAC(6')-Ie-APH(2'')-Ia is an aminoglycoside acetyltransferase encoded by plasmids and transposons in S. aureus E. faecalis E. faecium and Staphylococcus warneri;aminoside
GMGC10.183_642_680.AACA-APHD;NCBI;84.7;aminoglycoside O-phosphotransferase APH(2'')-Ih;aminoside
GMGC10.183_642_680.AACA-APHD;ResFinder;82.8;aac(6')-aph(2'');aminoside
GMGC10.183_659_600.MEXE;CARD;82.64;MexE;Multidrug_efflux
GMGC10.183_659_602.OPRN;CARD;80.31;OprN is the outer membrane channel component of the MexEF-OprN multidrug efflux complex.;Multidrug_efflux
GMGC10.183_660_836.TOLC;CARD;85.22;OpmH is an outer membrane efflux protein required for triclosan-specific efflux pump function.;Disinfecting_agents_and_antiseptics
GMGC10.183_668_121.MDTK;CARD;82.66;PmpM is a multidrug efflux pump belonging to the MATE family of Pseudomonas aeruginosa. PmpM is an H+ drug antiporter and is the first reported case of an H+ coupled efflux pump in the MATE family. PmpM confers resistance to fluoroquinolones fradiomycin benzalkonium chloride chlorhexidine gluconate ethidium bromide tetraphenylphosphonium chloride (TPPCl) and rhodamine 6G.;Multidrug_efflux
GMGC10.183_678_635.UNKNOWN;ARG-ANNOT;99.88;(MLS)erm(F);MLS
GMGC10.183_678_635.UNKNOWN;NCBI;100.0;23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(F);MLS
GMGC10.183_678_635.UNKNOWN;ResFinder;100.0;erm(F);MLS
GMGC10.183_695_452.MDTN;CARD;94.96;mdtN;Multidrug_efflux
GMGC10.183_696_297.DDL;ResFinderFG;81.08;"D-alanine--D-alanine ligase""|KF629882.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.183_709_541.MDTA;CARD;89.18;MdtA is the membrane fusion protein of the multidrug efflux complex mdtABC.;Multidrug_efflux
GMGC10.183_710_695.GADX;CARD;80.79;GadX is an AraC-family regulator that promotes mdtEF expression to confer multidrug resistance.;Multidrug_efflux
GMGC10.183_713_711.MDTH;CARD;88.42;Multidrug resistance protein MdtH;Multidrug_efflux
GMGC10.183_715_271.CAT;ResFinderFG;99.05;"Chloramphenicol acetyltransferase""|KX125719.1|human_gut|CHL";phenicol
GMGC10.183_723_539.DDL;ResFinderFG;99.62;"D-alanine--D-alanine ligase""|KF628888.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.183_732_889.UNKNOWN;NCBI;99.86;VanD-type vancomycin resistance DNA-binding response regulator VanR;Glycopeptide/Cycloserine
GMGC10.183_732_890.UNKNOWN;NCBI;99.91;VanD-type vancomycin resistance histidine kinase VanS;Glycopeptide/Cycloserine
GMGC10.183_732_891.DACF;NCBI;100.0;transpeptidase-like D-Ala-D-Ala carboxypeptidase VanY-D;Glycopeptide/Cycloserine
GMGC10.183_740_548.MDTE;CARD;99.74;MdtE is the membrane fusion protein of the MdtEF multidrug efflux complex. It shares 70% sequence similarity with AcrA.;Multidrug_efflux
GMGC10.183_742_208.VANW;NCBI;89.72;glycopeptide resistance accessory protein VanW-G;Glycopeptide/Cycloserine
GMGC10.183_745_902.LDHA;NCBI;99.89;D-lactate dehydrogenase VanH-D;Glycopeptide/Cycloserine
GMGC10.183_748_916.YFEW;ARG-ANNOT;95.71;(Bla)AmpC1_Ecoli;blactamase
GMGC10.183_748_916.YFEW;CARD;95.71;An ampC-like beta-lactamase identified from Escherichia coli.;blactamase
GMGC10.183_751_770.VANX;NCBI;100.0;D-Ala-D-Ala dipeptidase VanX-D;Glycopeptide/Cycloserine
GMGC10.183_755_089.FOLA;ResFinderFG;96.27;"Dihydrofolate reductase""|KF628946.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.183_779_144.DDL;ResFinderFG;94.05;"D-alanine--D-alanine ligase""|KF628538.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
GMGC10.183_816_143.DDL;ResFinderFG;99.92;"D-alanine--D-alanine ligase A""|KF629561.1|pediatric_fecal_sample|CYC";Glycopeptide/Cycloserine
